Timestamp,Transcript
[00:41:42]:,Picking a document from last search
[00:41:53]:,Picking a document from last search
[00:42:16]:,Picking a document from last search
[00:42:36]:,"Searching for ""Anka"""
[00:42:41]:,Picking a document from last search
[00:42:44]:,Picking a document from last search
[00:42:45]:,Picking a document from last search
[00:42:47]:,Picking a document from last search
[00:42:49]:,Picking a document from last search
[00:43:13]:,Picking a document from last search
[00:43:27]:,Picking a document from last search
[00:43:30]:,Picking a document from last search
[00:43:37]:,Picking a document from last search
[00:43:47]:,"""I'm looking at Anka documents and It's related to Serilanka and these articles are about a plan with weapons, I don't know the connections with that"""
[00:44:02]:,Grouping documents aside
[00:44:15]:,User changed the topic: (What is about the Rassia-Korea plane) [top-down]
[00:44:15]:,"Searching for ""Ilyushin"""
[00:44:21]:,"""It's a plane from Russia to North Korea"""
[00:44:25]:,Picking a document from last search
[00:44:43]:,Grouping documents aside
[00:44:53]:,Picking a document from center
[00:45:03]:,Picking a document
[00:45:20]:,Picking a document
[00:45:32]:,Picking a document
[00:45:40]:,User changed the topic: (What is the meeting in Dubai about?) [top-down]
[00:45:40]:,"Searching for ""Dubai"""
[00:46:36]:,"""It looks like a meeting place"""
[00:46:38]:,Picking a document from last search
[00:47:02]:,"Searching for ""Maulana"""
[00:47:02]:,User changed the topic: (Who is Maulana Khori?) [top-down]
[00:47:02]:,Picking a document from last search
[00:47:07]:,Picking a document from last search
[00:47:11]:,Picking a document from
[00:45:59]:,"""I'm going to read about Dubai"""
[00:45:47]:,Picking a document from last search
[00:46:32]:,"""Maulana Khori says he suspected to be a top leader in Karachi fraction"""
[00:47:14]:,Picking a document from last search
[00:47:19]:,Picking a document from last search
[00:47:47]:,"""It came up that there are bank transactions which have ID numbers"""
[00:47:54]:,Picking a document from last search
[00:47:57]:,Picking a document from last search
[00:48:02]:,Picking a document from last search
[00:48:21]:,Still reading the document
[00:48:38]:,Picking a document from last search
[00:48:53]:,"Writing a new note about Mulanua: ""Mulanua"""
[00:49:04]:,Picking a document from last search
[00:49:12]:,"Searching for ""Akram"""
[00:49:12]:,User changed the topic: (Who is Akram?) [bottom-up]
[00:49:18]:,Picking a document from last search
[00:49:24]:,Picking a document from last search
[00:49:30]:,"Searching for ""Delivery"""
[00:49:32]:,"""Maybe they are delivering a disease in the form of weapon"""
[00:49:44]:,Picking a document from last search
[00:49:58]:,Picking a document from last search
[00:50:00]:,"""Some of Maulana articles say a delivery is made to the house by two men in boxes, Now I have new documents about farm equipments"""
[00:50:28]:,"Searching for ""Farming"""
[00:50:33]:,Picking a document from last search
[00:50:49]:,"Searching for ""Aden"""
[00:50:51]:,Picking a document from last search
[00:50:54]:,Picking a document from last search
[00:51:01]:,Picking a document from last search
[00:51:02]:,User changed the topic: (Who is  Nicolai) [Top-down]
[00:51:02]:,"Searching for ""Nicolai"""
[00:51:14]:,Picking a document from last search
[00:51:19]:,Picking a document from last search
[00:51:27]:,Picking a document from last search
[00:51:35]:,Picking a document from last search
[00:51:40]:,Picking a document from last search
[00:51:44]:,Picking a document from last search
[00:52:00]:,Picking a document from last search
[00:52:17]:,"Searching for ""Moscow"""
[00:52:21]:,Picking a document from last search
[00:52:29]:,Picking a document from last search
[00:52:43]:,Looking through titles
[00:52:55]:,Picking a document from bottom left
[00:53:02]:,Picking a document
[00:53:05]:,Picking a document
[00:53:14]:,Picking a document
[00:53:16]:,Picking a document
[00:53:16]:,User changed the topic: (Who is proffesor?) [top-down]
[00:53:23]:,"""I'm going through these phone call logs about professor"""
[00:53:39]:,Picking a document from last search
[00:53:43]:,"""There's no connection with other articles"""
[00:53:50]:,"Searching for ""Professor"""
[00:53:58]:,Picking a document from last search
[00:54:03]:,Picking a document from top
[00:54:12]:,"Searching for ""Sviatoslavich"""
[00:54:31]:,"Searching for ""Soltanzadeh"""
[00:54:34]:,User changed the topic: (Looking for North Korea's role) [top-down]
[00:54:34]:,"Searching for ""Pyongyang"""
[00:54:38]:,Picking a document from last search
[00:54:48]:,Picking a document from last search
[00:54:53]:,"""Maybe Norht Korea is involved"""
[00:55:11]:,Looking through titles
[00:55:19]:,Picking a document
[00:55:37]:,Picking a document
[00:55:43]:,Picking a document
[00:56:02]:,Still reading the document
[00:56:09]:,Picking a document
[00:56:13]:,Picking a document
[00:56:17]:,Picking a document
[00:56:21]:,Picking a document
[00:56:23]:,Picking a document
[00:56:37]:,Picking a document
[00:56:53]:,Picking a document
[00:56:59]:,Picking a document
[00:57:14]:,Reviewing the topics
[00:57:30]:,"Searching for ""Lebonan"""
[00:57:30]:,User changed the topic: (Searching for countries in the list) [bottom-up]
[00:57:35]:,Picking a document from last search
[00:57:43]:,"Searching for ""Iran"""
[00:57:52]:,Picking a document from last search
[00:58:01]:,Picking a document from last search
[00:58:10]:,Picking a document from last search
[00:58:13]:,Picking a document from last search
[00:58:15]:,Picking a document from last search
[00:58:17]:,Picking a document from last search
[00:58:28]:,Picking a document from last search
[00:58:38]:,Picking a document from last search
[00:58:44]:,Picking a document from last search
[00:58:52]:,"Searching for ""Igor"""
[00:58:56]:,Picking a document from last search
[00:59:02]:,Picking a document from last search
[00:59:27]:,"Searching for ""Saudi"""
[00:59:28]:,Picking a document from last search
[00:59:44]:,Picking a document from last search
[00:59:54]:,Picking a document from last search
[01:00:05]:,"Searching for ""Columbia"""
[01:00:09]:,Picking a document from last search
[01:00:31]:,"Searching for ""Health"""
[01:00:31]:,User changed the topic: (Looking for evidences of health related terorrist activities ) [bottom-up]
[01:00:45]:,Picking a document from last search
[01:00:57]:,Picking a document from last search
[01:01:25]:,Picking a document from last search
[01:01:53]:,"""I'm looking at health articles, they should be related to disease, They are talking about a project,"""
[01:02:43]:,Picking a document from last search
[01:03:03]:,Picking a document from last search
[01:03:05]:,Picking a document from last search
[01:03:14]:,"Searching for ""project"""
[01:03:17]:,Picking a document from last search
[01:03:25]:,Picking a document from last search
[01:03:36]:,Picking a document from last search
[01:03:41]:,Picking a document from last search
[01:03:41]:,User changed the topic: (Who is Funsho?) [bottom-up]
[01:03:57]:,"""Who is this Funsho"""
[01:04:05]:,Still reading the document
[01:04:26]:,"Searching for ""Funsho"""
[01:04:37]:,"Searching for ""Energy"""
[01:04:42]:,"Searching for ""Mineral"""
[01:04:45]:,"Searching for ""Water"""
[01:04:50]:,Picking a document from last search
[01:05:29]:,"""I searched for water and led me to this email, from boyo email address which is Funsho guy, He is talking about his project about water wings"""
[01:06:00]:,"Searching for ""Investment"""
[01:06:07]:,Picking a document from last search
[01:06:25]:,"Searching for ""Project"""
[01:06:30]:,Picking a document from last search
[01:06:35]:,Picking a document from last search
[01:06:45]:,Picking a document from last search
[01:07:19]:,"Searching for ""Lagos"""
[01:07:26]:,Picking a document from last search
[01:07:34]:,"Searching for ""Nigeria"""
[01:07:19]:,User changed the topic: (Looking at the countries in the list) [bottom-up]
[01:07:49]:,"Searching for ""Syria"""
[01:07:56]:,Picking a document from last search
[01:07:58]:,Picking a document from last search
[01:08:03]:,Picking a document from last search
[01:08:09]:,"Searching for ""Kenya"""
[01:08:13]:,Picking a document from last search
[01:08:24]:,Picking a document
[01:08:35]:,"Searching for ""Green"""
[01:08:34]:,User changed the topic: (Looking for different people) [bottom-up]
[01:08:37]:,Picking a document from last search
[01:08:38]:,Picking a document from last search
[01:08:40]:,Picking a document from last search
[01:09:13]:,Picking a document
[01:09:29]:,Picking a document
[01:09:53]:,"Searching for ""Mikhail"""
[01:09:56]:,Picking a document from last search
[01:10:30]:,Picking a document
[01:10:37]:,Picking a document
[01:10:38]:,Picking a document
[01:11:35]:,"Searching for ""Soltan"""
[01:11:37]:,Picking a document from last search
[01:11:48]:,Picking a document from last search
[01:11:51]:,Picking a document from last search
[01:12:01]:,"Searching for ""Borodinski"""
[01:12:03]:,Picking a document from last search
[01:12:08]:,Picking a document
[01:12:31]:,"Searching for ""Khouri"""
[01:12:33]:,Picking a document from last search
[01:12:36]:,Picking a document from last search
[01:12:44]:,Picking a document from last search
[01:12:55]:,"""I'm looking at another conversation betwee Khori and Kasem, Khori saied we need equipments with supperior quality which we haven't used then in the past, They are out of Russian military, I assume they're talking about the arms, Maybe Russia is involved"""
[01:13:39]:,Picking a document from last search
[01:13:49]:,"Searching for ""Kasem"""
[01:13:56]:,Picking a document from last search
[01:14:09]:,Picking a document from last search
[01:14:12]:,Picking a document from last search
[01:14:24]:,Picking a document from last search
[01:14:30]:,User changed the topic: (How is Russia involved in arms dealing) [bottom-up]
[01:14:30]:,"Searching for ""Russia"""
[01:14:36]:,Picking a document from last search
[01:14:41]:,Picking a document from last search
[01:14:49]:,Picking a document from last search
[01:14:58]:,"Searching for ""Giunter"""
[01:15:26]:,Picking a document
[01:15:53]:,Looking through titles
[01:16:12]:,"Searching for ""Sick"""
[01:16:20]:,Picking a document from last search
[01:17:45]:,Picking a document
[01:18:12]:,"Searching for ""Mombasa"""
[01:18:14]:,Picking a document from last search
[01:18:27]:,"""I'm reading this article which says Kenya is the middle man for weapon shipments """
[01:18:55]:,"Searching for ""Ukraine"""
[01:18:58]:,Picking a document from last search
[01:19:00]:,Picking a document from last search
[01:19:16]:,Picking a document from last search
[01:19:31]:,"""Russia and Ukraine are somehow involved """
[01:19:41]:,Picking a document from last search
[01:20:18]:,Picking a document
[01:20:28]:,Picking a document
[01:20:32]:,Picking a document
[01:20:36]:,Picking a document
[01:20:44]:,Picking a document
[01:20:50]:,Picking a document
[01:21:04]:,Picking a document
[01:21:13]:,Looking through titles
