Timestamp,Transcript
[00:20:51]:,"Picking a document in title "" May 2011, Explosives Traces Are Said To Be Found in Antarctica Airlines"""
[00:21:00]:,Looking at hihglighted texts
[00:21:33]:,Still reading the document
[00:22:03]:,"Picking a document in title ""April 2011, Investigators Question Passengers On Previous Leg of Antarctica Airlines Flight """
[00:22:14]:,"Picking a document in title ""March 2011, The Big Hustle The Big Hustle"""
[00:22:25]:,"Picking a document in title ""April 2011, Bomb Blast Kills Nine """
[00:23:13]:,"Searching for ""Bomb"""
[00:23:10]:,User changed the topic: (Looking for events related to Bombs and terrorist groups) [bottom-up]
[00:23:56]:,"""I don't have much findings so far but one of them was a suspicious turkey found at the airport so I decided to move forward and look for events related to bombs, before that I was looking for Airport events but didn't look helpful"""
[00:25:11]:,"Picking a document in title ""May 2011, DHS Foils Plot"""
[00:25:27]:,"Picking a document in title ""May 2011, Alleged Trade Center Bomber Convicted of Plotting Air Alleged Trade Center"""
[00:25:38]:,"Picking a document in title ""May 2011, Theater Shields Nurse"""
[00:25:51]:,"Picking a document in title ""May 2011, Bomb Makers Apprehended """
[00:25:56]:,"Picking a document in title "" May 2011, US Antiterrorism Effort Is Flawed, as Threat Grows """
[00:26:00]:,Closing articles about airlines.
[00:26:24]:,"""In the month of May there were several events that bombs involved in individual cases, Some are involved with a group named Psychobrotherhood, So I'm going to search for it and see if more details come up"""
[00:26:53]:,"Searching for ""Psychobrotherhood"""
[00:27:00]:,"Searching for ""Bomb"""
[00:27:18]:,"Highlighting ""In Smogtown, two men with enough material to construct several explosive devices were apprehended before the devices were completed"""
[00:27:33]:,"Highlighting ""suspects claimed"""
[00:27:40]:,"Highlighting ""membership with"""
[00:28:00]:,"Highlighting ""Psychobrotherhood"""
[00:28:05]:,"Highlighting "" these men escaped from the Vastopolis Center for the Ciminally Insane"""
[00:28:10]:,"Highlighting ""lack of security at the Center"""
[00:28:16]:,"Highlighting ""Officials"""
[00:28:23]:,"Highlighting ""would not comment"""
[00:28:33]:,"""There are some evidences in smogtown that two men had enough material to build exposive devices"""
[00:28:51]:,"""Giving to account that various bombs blasts are coming up in this month, maybe they might be the reason for why this is occuring"""
[00:29:29]:,"""I'm trying to make some space here, also create some notes"""
[00:29:44]:,"Adding text to note 9 ""Two men asssociated with the psychobrotherhood"""
[00:30:19]:,Making connection between Note 9 and a document
[00:30:24]:,"Making a new note, Note 10: """""
[00:31:15]:,Looking through titles
[00:31:30]:,"Searching for ""Center for Ciminally Insane"""
[00:31:35]:,"Searching for ""Center for"""
[00:31:57]:,"Picking a document in title ""Energy-Rich Saudi Arabia Is Running Low on Electricity"""
[00:32:08]:,"Searching for ""Vastopolis"""
[00:32:25]:,Looking through titles
[00:32:48]:,"Picking a document in title ""May 2011, City Threat Level Increased """
[00:33:06]:,Looking through titles
[00:33:23]:,"""I'm going back to my original search for bombs, I think what happend back there was that series of events happend in May I'm looking for relation to Vastapolis"""
[00:34:16]:,"Searching for ""Smogtown"""
[00:34:14]:,User changed the topic: (Looking for events happened on May in Vastopolis and smogtown) [bottom-up]
[00:34:24]:,Looking at titles and open articles
[00:34:58]:,"""I stoped from my initial query on ""Bomb"" because I want to look for ""Smogtown"", Two articles came up about this,"""
[00:35:20]:,"Picking a document in title ""May 2009, A controversial public school of the Suburbia religious community was declared illegal by a state court"""
[00:35:37]:,"Picking a document in title ""May 2011, Explosions at Smogtown Chemical Plant"""
[00:36:44]:,"Highlighting ""There appears to be little evidence to support the assertions except that the residents have been observing unusual' activity by people not identified as long time residents"""
[00:36:55]:,"Highlighting ""Vastpress has been monitoring events around the recent explosion within the chemical plant at Smogtown"""
[00:37:12]:,"Highlighting """"May 17, 2011"""
[00:37:25]:,"""Explosion happend in 17th but bomb makers were apprehended on 12th, So perhaps that happend as a part of larger group"""
[00:37:35]:,"Highlighting ""May 12, 2011"""
[00:37:44]:,"""So, other members of this Psychobrotherhood group are possibly out there"""
[00:37:42]:,User changed the topic: (Looking for bombings and threats) [bottom-up]
[00:38:56]:,"Searching for ""Bomb"""
[00:39:04]:,Picking a document about explosions
[00:39:56]:,"Writing a new note, Note 11: ""Smogtown was where the bomb makers were found"""
[00:40:51]:,"Picking a document in title ""May 2011, Explosives Traces Are Said To Be Found in Antarctica Airlines"""
[00:41:01]:,"Highlighting ""The newspaper said chemists at the FBI lab in Washington found traces of PETN"""
[00:41:40]:,"Searching for ""Bomb PETN"""
[00:41:43]:,"Searching for ""PETN"""
[00:41:47]:,"Searching for ""Residue"""
[00:41:54]:,"Searching for ""Chemical"""
[00:42:01]:,"Searching for ""Bomb"""
[00:42:05]:,"""I was trying to find a link, I saw an unusual frequency of bomb threads or explosions, And at the same time some bomb makers in the town of smogtown were apprehended and agian some explosions there,"""
[00:42:46]:,"""So, I'm trying to find the connections between all these incidents, like here it says residue contained PETN but I can't find more about it"""
[00:43:15]:,Looking through titles and open documents
[00:43:54]:,"Picking a document in title ""April 2011, Saudi Group Claims 6 Militants Confessed to US Base Bombing"""
[00:44:11]:,Looking through titles
[00:44:16]:,"Picking a document in title ""May 2011, Shula Expects a Difficult Sunday As Dolphins Play Without """
[00:44:41]:,"Picking a document in title ""May 2011, Energy-Rich Saudi Arabia Is Running Low on Electricity """
[00:45:18]:,"Picking a document in title ""April 2011, Bomb Blast Kills Nine"""
[00:45:36]:,"Picking th e ""DHL foils Plot"" document"
[00:46:06]:,Still reading the document
[00:46:36]:,Still reading the document
[00:47:06]:,Still reading the document
[00:47:13]:,"Searching for ""Eggleston"""
[00:47:47]:,"Searching for ""Bomb"""
[00:48:02]:,"Searching for ""Vastopolis"""
[00:47:10]:,User changed the topic: (Looking for any unusual activities happened in Vastopolis) [bottom-up]
[00:48:16]:,"""I wanted to see if anything related to the city of vastopolis and any relation or reports or unusual activities on the topic of bomb or related in the May time period"""
[00:49:20]:,Looking through titles about Vastopolis
[00:49:30]:,Moving all open documents to the right bottom corner of the screen
[00:50:40]:,"""I'm clearing the screen to find any unusual activity in relation to Vastopolis"""
[00:51:13]:,Looking through titles
[00:52:20]:,Looking through titles
[00:52:26]:,"Picking a document in title ""May 2011, FDA Warns Three Airlines About Food Contamination """
[00:53:06]:,Looking through titles
[00:53:11]:,"Picking a document in title "" April 2011, Games Committee Is Concerned Over the Number of Foul-Ups """
[00:53:39]:,"Picking a document in title ""May 2011, threatening emails sent to VastPress Animal Activist Threatens Press"""
[00:54:06]:,"Picking a document in title ""May 2011, City Threat Level Increased """
[00:54:26]:,"Picking a document in title ""May 2011, Vastopolis Assessor Refuses to Pay His Taxes """
[00:54:59]:,"Picking a document in title ""May 2011, Investing on environmental package to clean toxic waste dumps Codi Unveils"""
[00:50:51]:,Looking through titles
[00:51:20]:,"Picking a document in title ""May 2011, HEARD ON THE STREET A Rare View from Abroad: Managers Bullish on US"""
[00:51:38]:,Looking through titles
[00:52:22]:,Looking through titles
[00:52:32]:,"Reading the FDA document again"""
[00:53:32]:,"Picking a document in title ""Threatening emails sent to Vastpress"""
[00:54:09]:,"Picking a document in title ""City thread level increased"""
[00:54:24]:,"Picking a document in title "" May 2011, Vastopolis Assessor Refuses to Pay His Taxes"""
[00:54:51]:,Looking through titles
[00:55:07]:,"Picking a document in title "" May 2011, Investing on environmental package to clean toxic waste dumps"""
[00:55:38]:,Looking through titles
[00:56:17]:,"Searching for ""Vastopolis Airport"""
[00:56:31]:,"Searching for ""Vastopolis"""
[00:56:37]:,"Searching for ""Suspicious"""
[00:56:44]:,"Searching for ""Vastopolis"""
[00:56:53]:,"Picking a document in title ""March 2011, Tractor Makers Stage Showdowns for Farmers """
[00:57:13]:,"Searching for ""June"""
[00:57:18]:,"Searching for ""Bomb"""
[00:57:22]:,"Searching for ""Explosion"""
[00:57:32]:,"Picking a document in title ""April 2011, Court Papers Link Unabomber To Another Blast After Arrest"""
[00:57:38]:,"Picking a document in title ""April 2011, Investigators Question Passengers On Previous Leg of Antarctica Airlines Flight"""
[00:57:43]:,"Picking a document in title ""May 2011, Explosives Traces Are Said To Be Found in Antarctica Airlines """
[00:58:48]:,"Searching for ""Vastopolis"""
[00:59:43]:,"Picking a document in title ""April 2011, Update on Animal Deaths"""
[01:00:05]:,"Highlighting ""Police detective Beatrice Brothers was investigating witness accounts that several suspicious individuals were trespassing at farms where the mass livestock deaths were reported"""
[01:00:39]:,"Searching for ""Beatrice Brothers"""
[01:00:53]:,"Searching for ""Animal"""
[01:00:59]:,"Picking a document in title ""May 2011, threatening emails sent to VastPress Animal Activist """
[01:02:04]:,"Searching for ""Vastopolis"""
[01:02:11]:,Looking through titles
[01:02:25]:,"Picking a document in title ""April 2011, South Korean Police Siege on University Students Continues"""
[01:02:43]:,"Picking a document in title ""March 2011, George Excited to Join Oilers For the First Day of Camp"""
[01:02:59]:,"Searching for ""Vastopolis Suspicious"""
[01:03:06]:,"Searching for ""Suspicious"""
[01:03:12]:,"Picking a document in title ""March 2011, Tractor Makers Stage Showdowns for Farmers """
[01:03:31]:,"Picking a document in title ""April 2011, Update on Animal Deaths"""
[01:03:43]:,"Searching for ""Terrorist"""
[01:03:52]:,"Picking a document in title ""May 2011, DHS Foils Plot DHS Foils Plot """
[01:04:34]:,"Picking a document in title ""May 2011, Alleged Trade Center Bomber Convicted of Plotting Air """
[01:04:39]:,"Picking a document in title ""March 2011, Not All Security Levels Are Created Equal"""
[01:04:48]:,""" I'm looking up any cases of terorristt activity, around month of May April, I think my next goal would be what are the potential events in Vastapolis that could be hosting terorrist activity"""
[01:05:43]:,"Picking a document in title ""May 2011, US Antiterrorism Effort Is Flawed, as Threat Grows"""
[01:07:18]:,"Highlighting ""`Every agency's got a part of it, and nobody is really in charge'' As they grimly search the debris of the Antarctica Airlines fligh"""
[01:08:52]:,"Highlighting ""The heightened terrorist alerts that preceded last month's bombing of U,S, airmen in Dharan, Saudi Arabia, caused intelligence agencies to overwhelm top officials with reports, mostly of little value"""
[01:09:53]:,"Searching for ""Vastopolis"""
[01:10:07]:,"Picking a document in title ""April 2011, Editorial Presidential Derryberry Editorial Presidential Derryberry"""
[01:10:11]:,"Picking a document in title ""May 2011, FUND TRACK Morgan Grenfell Funds' Woes Are Not All That Uncommon """
[01:10:16]:,"Picking a document in title ""April 2011, NCR, IBM Are Awarded Contracts by Post Office """
[01:10:22]:,Looking through titles and documents
[01:10:53]:,"Picking a document in title ""April 2011, Morgan Stanley Agrees to Pay $20 Million to West Virginia """
[01:11:02]:,"Picking a document in title ""May 2011, Lloyd's Aims to Overturn Order Requiring Additional Disclosure"""
[01:11:32]:,"Searching for ""Smogtwon"""
[01:11:42]:,"Picking a document in title ""May 2009, A controversial public school of the Suburbia religious community was declared illegal by a state court"""
[01:11:56]:,"Searching for ""Suburbia"""
[01:12:07]:,"Searching for ""Vastopolis"""
[01:12:13]:,"Searching for ""Suburbia"""
[01:11:53]:,User changed the topic: (Looking for any unusual and terrorist activities) [bottom-up]
[01:12:43]:,"Picking a document in title ""May 2011, Lloyd's Aims to Overturn Order Requiring Additional Disclosure"""
[01:13:05]:,"Picking a document in title ""May 2011, FUND TRACK Morgan Grenfell Funds' Woes Are Not All That Uncommon """
[01:13:47]:,Looking through titles
[01:13:51]:,"Picking a document in title ""April 2011, Stocks Fall After Rally Fizzles"""
[01:14:09]:,"Searching for ""Rally"""
[01:14:27]:,"Searching for ""Threat"""
[01:14:39]:,"Picking a document in title ""May 2011, Overseas Terror Group Threatens Press"""
[01:15:11]:,"Searching for ""VastPress"""
[01:15:19]:,"Searching for ""Vatopolis"""
[01:15:41]:,Looking through titles
[01:16:04]:,Looking through titles
[01:16:36]:,"Searching for ""Douglas Lark"""
[01:16:51]:,"Searching for ""Homeland"""
[01:17:00]:,"Picking a document in title ""April 2011, Saudi Group Claims 6 Militants Confessed to US Base Bombing"""
[01:17:09]:,"Searching for ""Security"""
[01:17:16]:,"Picking a document in title ""March 2011, Employees had used cocaine and hallucinogenic drugs"""
[01:17:34]:,"Picking a document in title ""March 2011, Karadzic Resigns From Party, Relinquishing Remaining Powers"""
[01:18:37]:,"Searching for ""Terrorist"""
[01:18:44]:,"Searching for ""Group"""
[01:18:59]:,"Picking a document in title ""April 2011, Rail Workers' Union Reaches Pact, Cutting Strike Threat """
[01:19:22]:,"Picking a document in title ""May 2011, HEARD ON THE STREET A Rare View from Abroad: Managers Bullish on US"""
[01:19:56]:,"Searching for ""Hasidic"""
[01:20:22]:,"Searching for ""religious"""
[01:20:34]:,"Searching for ""April"""
[01:20:050]:,Looking through titles
[01:21:13]:,"Picking a document in title ""April 2011, Update on Animal Deaths"""
[01:21:26]:,"Searching for ""Vastopolis"""
[01:21:48]:,Looking through titles
[01:21:53]:,"Picking a document in title ""May 2011, Who Will Pay High Cost Of Relief From Pain?"""
[01:22:48]:,Looking through titles
[01:23:19]:,"Picking a document in title ""May 2011, City Threat Level Increased City Threat Level Increased"""
[01:23:30]:,Looking through titles
[01:24:16]:,"Picking a document in title ""April 2011, Keating Will Cheer His Grandson From Jail With Fellow Prisoners"""
[01:24:49]:,Looking through titles
[01:25:10]:,Looking through titles
[01:25:40]:,Looking through titles
[01:25:50]:,"Picking a document in title ""April 2011, Games Committee Is Concerned Over the Number of FoulUps"""
[01:27:04]:,Looking through titles
[01:27:28]:,"Picking a document in title "" April 2011, Saudi Group Claims 6 Militants Confessed to US Base Bombing"""
[01:27:52]:,"Searching for ""Vastpress"""
[01:27:58]:,"Searching for ""Threat"""
[01:28:13]:,Looking through titles
[01:28:27]:,"Picking a document in title ""May 2011, threatening emails sent to VastPress"""
[01:28:44]:,Looking through titles
[01:29:12]:,"""The recent threat was to the Vastpress, Also it was mentioned that Vatopolic has one of the best quality airport security"""
