Timestamp,Transcript
[00:54:29]:,"Picking an article in title "" March 2011. Peter Will Move US Troops In Middle East to Secure Areas """
[00:54:57]:,"Picking an article in title "" Jan 2014. MEETING WHO IS PLACED FOR THE MORNING"""
[00:55:03]:,"Picking an article in title "" Jan 2014. To break off itself: The emergency to GAStech quarters"""
[00:55:47]:,"Picking an article in title ""Jan 2014. Blog posts: The Abila Post"""
[00:55:55]:,"Picking an article in title ""Jan 2014. To break off itself: The emergency to GAStech quarters"""
[00:56:03]:,"Picking an article in title "" Jan 2014. Blog notes: Centrum Sentinel """
[00:56:13]:,"Picking an article in title "" Jan 2014. Blog notes: ON SCENE BLOG"""
[00:56:26]:,"Picking an article in title ""Jan 2014. To break off itself: The emergency to GAStech quarters"""
[00:56:36]:,"Picking an article in title ""Jan 2014. Blog notes: ON SCENE BLOG"""
[00:56:39]:,"Picking an article in title ""Jan 2014. Breaking: Emergency at GAStech Headquarters Building """
[00:57:05]:,"Searching for ""Ransom"""
[00:57:05]:,User changed the topic: (Looking for articles about the ransom) [bottom-up]
[00:57:12]:,"Picking an article in title ""Jan 2014. Conference of news of catch of police force on the kidnapping of GAStech """
[00:57:15]:,"Picking an article in title ""Jan 2014. Police Hold News Conference on GAStech Kidnapping"""
[00:57:20]:,"Picking an article in title ""Jan 2014. THE REQUIREMENTS OF THE RANSOM WHICH ARE MADE IN REMOVAL GASTECH"""
[00:57:31]:,Making connection between last article and the kidnaping group
[00:57:35]:,"Searching for ""20"""
[00:57:43]:,"Searching for ""$20"""
[00:57:50]:,"Picking an article in title "" Jan 2014. DEMANDS OF THE RESCUE DONE IN THE KIDNAPPING OF GASTECH"""
[00:58:32]:,"Highlighting ""the protectors of Kronos not only have taken the responsibility from the kidnapping of the international employees of GAStech. but also they have made a demand of the rescue of $20M of the president and the CEO Sten Sanjorge. Jr."""
[00:58:43]:,Making connection between last article and kidnaping group
[00:58:53]:,"Searching for ""released"""
[00:58:56]:,"Picking an article in title ""March 2007. GASTECH TRUCK HITS AUTOMOBILE NEAR ELODIS"""
[00:59:08]:,"Writing a new note. Note 5: ""History of POK"""
[00:59:35]:,Making connection between Note 5 and group of POK articles
[00:59:43]:,"Making connection between ""June 2009. Protest Turns Violent in Abila"" and group of POK"
[01:00:13]:,"""POK not only taken the reasponsiblitiy from the kidnaping. they also demanded $20M dollars. I want to find out what happend after the kidnaping but I dont see any articles after that date."""
[01:01:16]:,"Searching for ""APA"""
[01:01:27]:,"Picking an article in title ""Jan 2014. Breaking: Emergency at GAStech Headquarters Building"""
[01:01:44]:,Looking through articles titles
[01:01:44]:,"""Nop. there is nothing more here"""
[01:02:25]:,User reading the prompt again
[01:02:52]:,"""I went through all the history of POK and read the things about the leader Elien and then leader changing. during the time the Gastech CEO condemn POK to creat a conflict there"""
[01:03:45]:,"Searching for ""GASTech"""
[01:03:50]:,"""Maybe I'm missing some movement form Gastech that tries to make things better with POK"""
[01:04:11]:,"Searching for ""Sten"""
[01:04:11]:,User changed the topic: (Looking for articles about CEO) [bottom-up]
[01:04:18]:,"Picking an article in title "" May 2003. THE COO OF DIES IN 73"""
[01:05:00]:,"Picking an article in title ""May 2009. GASTECH ADOPTS NEW STANDARD"""
[01:05:30]:,"Picking an article in title ""Aug 2000. EXPLOSION AND FIRE OF THE TISKELE CURVE"""
[01:05:59]:,"Picking an article in title ""Jan 2014. REMOVAL AT GASTECH KRONOS"""
[01:06:26]:,"Picking an article in title ""Oct. 1982. Leadership """
[01:06:34]:,"Picking an article in title ""Jan 2014. Homeland Illumination"""
[01:06:35]:,"Picking an article in title ""Oct 1982. Centrum's central role in the Tethan Gas Industry"""
[01:07:01]:,"""I'm looking for articles about sten"""
[01:07:01]:,"Picking an article in title ""Aug 2000. EXPLOSION ROCKS GASTECH'S TISKELE BEND SITE"""
[01:07:03]:,User changed the topic: (Is POK responsible?) [bottom-up]
[01:07:06]:,"Picking an article in title "" Jan 2014. WRAP UP OF EVENTS AT GASTECH"""
[01:07:39]:,Looking through articles titles
[01:07:42]:,"""I'm still not sure if the POK is responsilbe or not"""
[01:07:47]:,"Picking an article in title "" Jan 2014. Blog posts: The Abila Post"""
[01:07:49]:,"""This one says the caterers for the breakfast meeting were all dressed in black"""
[01:08:03]:,Making connection between last article and kidnaping group
[01:08:05]:,"Making connection between "" Jan 2014. To break off itself: The emergency to GAStech "" and kidnaping group"
[01:08:06]:,"Making connection between ""Jan 2014. Blog posts: The Abila Post"" and kidnaping group"
[01:08:09]:,"Making connection between ""Jan 2014. Breaking: Emergency at GAStech Headquarters Building"" and kidnaping group"
[01:08:18]:,"""POK didn't release anything about how they did the kidnaping or when the fire alarm went off"""
[01:09:13]:,"""I looked for POK leader before"""
[01:09:33]:,"Searching for ""co-founder"""
[01:09:40]:,User changed the topic: (Looking at gas industry and government involvement) [bottom-up]
[01:09:41]:,"Picking an article in title "" Oct 1982. Centrum's central role in the Tethan Gas Industry"""
[01:09:43]:,"Searching for ""hank fluss"""
[01:09:46]:,"Picking an article in title ""May 2003. THE COO OF DIES IN 73"""
[01:09:52]:,"""No. it's nothing"""
[01:09:58]:,"Searching for ""president"""
[01:10:05]:,"Picking an article in title "" Jan 2014. WRAP UP OF EVENTS AT GASTECH"""
[01:10:17]:,"Picking an article in title ""Oct 1995. MAGNIFICENT OPENING GASTECH-KRONOS"""
[01:10:31]:,"Picking an article in title "" March 2001. Added Taxes on Oil. Gas Development Defeated in General Assembly"""
[01:10:38]:,"Searching for ""kapelou"""
[01:10:53]:,"Picking an article in title ""Jan 2014. GAStech and Kronos Celebrate Partnership"""
[01:11:03]:,"Picking an article in title "" Nov 2013. The protests of Kronos break out in violence"""
[01:11:11]:,"""I don't know what to look for"""
[01:11:46]:,User reading the prompt again
[01:12:08]:,"Think aloud ""It says thing maybe not be like what they seem. but the POK wrote a ransom note and there're not more articles after that"""
[01:12:43]:,"Picking an article in title ""Jan 2014. Employees of GASTech removed in Kronos"""
[01:13:03]:,"Picking an article in title ""Jan 2014. GASTech Employees Kidnapped in Kronos"""
[01:13:22]:,"Picking an article in title "" Jan 2014. DEMANDS OF THE RESCUE DONE IN THE KIDNAPPING OF GASTECH"""
